,GND,GND_name,GND_gender,GND_birth,GND_death,GND_occupation,GND_country
6297,118945882,"Schmidel, Ulrich",Männlich,1510,1579,Forschungsreisender + Konquistador + Autor + Entdecker,Deutschland
6298,118948016,"Zamp Kelp, Günter",Unbekannt,1941,,Architekt,Deutschland + Österreich
6299,118948954,"Much, Hans",Männlich,1880-03-24,1932-11-28,Arzt + Immunologe + Schriftsteller,Deutschland
6300,118950037,"Hutter, Leonhard",Männlich,1563-01,1616-10-23,Evangelischer Theologe + Hochschullehrer,Deutschland
6301,118950142,"Nonnenmann, Klaus",Männlich,1922,1993,,Deutschland
6302,118950150,"Pauli, Hertha",Weiblich,1909-09-04,1973-02-09,Schriftstellerin + Schauspielerin + Übersetzerin + Schriftstellerin + Schauspielerin,Deutschland + USA + Österreich
6303,118950517,"Kerr, Judith",Weiblich,1923-06-14,2019-05-22,Schriftstellerin + Kinderbuchautorin + Illustratorin + Schriftstellerin + Illustratorin,Schweiz + Deutschland + Frankreich + Großbritannien
6304,118951300,"Waldinger, Ernst",Männlich,1896-10-16,1970-02-01,Journalist + Lyriker,Österreich + USA
6305,11895153X,"Kishon, Ephraim",Männlich,1924-08-23,2005-01-29,Schriftsteller + Journalist + Regisseur + Drehbuchautor + Theaterdirektor,Israel + Schweiz + Ungarn
6306,118952048,"Peters, Friedrich Ernst",Männlich,1890,1962,Schriftsteller,Deutschland
6307,118952676,"Inoue, Yasushi",Männlich,1907,1991,Schriftsteller,Japan
6308,118953028,"Sebestyén, György",Männlich,1930-10-30,1990-06-06,Schriftsteller + Kritiker + Dramaturg + Journalist + Übersetzer,Ungarn + Österreich
6309,118953362,"Müller, Gerhard Friedrich",Männlich,1705-10-29,1783-10-22,Forschungsreisender + Historiker + Geschichtsschreiber + Geograf,Deutschland + Russland
6310,118953869,"Hüsch, Hanns Dieter",Männlich,1925-05-06,2005-12-06,Kabarettist + Musiker + Schauspieler + Schriftsteller + Kabarettist + Schriftsteller + Kinderbuchautor + Liedermacher + Synchronsprecher + Schauspieler + Moderator + Librettist + Komponist,Deutschland
6311,118953877,"Rühle-Gerstel, Alice",Weiblich,1894-03-24,1943-06-24,Schriftstellerin + Psychologin + Feministin,Deutschland + Mexiko
6312,118955047,"Ferber, Nikolaus",Unbekannt,1480,1535-04-15,Katholischer Theologe + Mönch,Deutschland
6313,118955586,"Egloffstein, Henriette von",Weiblich,1773-07-06,1864-10-15,Schriftstellerin,Deutschland
6314,118956299,"Ransmayr, Christoph",Männlich,1954-03-20,,Schriftsteller,Irland + Österreich
6315,118957481,"Lindner, Johannes",Männlich,1896-11-22,1985-12-03,Schriftsteller,Österreich
6316,118957910,"Neruda, Jan",Männlich,1834-07-10,1891-08-22,Schriftsteller + Journalist + Schriftsteller,Tschechische Republik
6317,118958461,"Eckhart, Johann Georg von",Männlich,1674-09-07,1730-02-09,Historiker + Germanist + Philologe + Bibliothekar,Deutschland
6318,118958836,"Königsdorf, Helga",Weiblich,1938-07-13,2014-05-04,Schriftstellerin + Mathematikerin,Deutschland
6319,118959948,"Ludwig, Paula",Weiblich,1900-01-05,1974-01-27,Künstlerin + Zeichnerin + Schriftstellerin + Lyrikerin + Librettistin + Malerin,Deutschland + Österreich
6320,118960563,"Rhenanus, Beatus",Männlich,1485-08-22,1547-07-20,Humanist + Philologe,Deutschland
6321,118960636,"Morata, Olympia Fulvia",Weiblich,1526,1555-10-26,,Deutschland + Italien
6322,118961446,"Spiess, Christian Heinrich",Männlich,1755-04-04,1799-08-17,Schriftsteller + Schauspieler + Romancier + Erzähler + Sprecher,Deutschland
6323,11896173X,"Finckelthaus, Gottfried",Unbekannt,1614-02-23,1648-08-04,Schriftsteller + Jurist,Deutschland
6324,118962590,"Ahlefeld, Charlotte von",Weiblich,1781-12-06,1849-06-27,Schriftstellerin,Deutschland
6325,118962949,"Tišma, Aleksandar",Männlich,1924-01-16,2003-02-16,Schriftsteller + Journalist,Serbien
6326,118963414,"Peymann, Claus",Männlich,1937-06-07,2025-07-16,Regisseur + Theaterregisseur + Theaterintendant,Deutschland
6327,118963600,"Unzer, Johann August",Männlich,1727-04-29,1799-04-02,Arzt + Schriftsteller + Psychologe + Arzt,Deutschland
6328,118963686,"Hart, Maarten 't",Männlich,1944-11-25,,Literaturkritiker + Biologe + Schriftsteller,Niederlande
6329,118963813,"Uechtritz, Friedrich von",Männlich,1800-09-12,1875-02-15,Jurist + Schriftsteller + Schriftsteller,Deutschland
6330,118965883,"Rank, Josef",Männlich,1816-06-10,1896-03-27,Schriftsteller + Journalist + Lyriker,Österreich + Tschechische Republik + Deutschland
6331,118966634,"Li, Mirok",Männlich,1899-03-08,1950-03-20,Literaturwissenschaftler + Linguist + Schriftsteller + Lehrbeauftragter,Südkorea + Nordkorea + Deutschland
6332,118967495,"Meier, Gerhard",Männlich,1917-06-20,2008-06-22,Schriftsteller + Schriftsteller,Schweiz + Deutschland
6333,118967967,"Hesse, Eva",Weiblich,1936-01-11,1970-05-29,Künstlerin + Bildhauerin,USA + Deutschland
6334,118968572,"Duller, Eduard",Männlich,1809-11-08,1853-07-24,Schriftsteller + Journalist + Historiker + Politiker + Prediger + Schriftsteller,Deutschland
6335,118968866,"Glück, Anselm",Männlich,1950,,Schriftsteller + Grafiker,Österreich
6336,118971158,"Costa-Gavras, Constantin",Männlich,1933-02-13,,Filmregisseur + Regisseur + Drehbuchautor + Regisseur + Drehbuchautor,Griechenland + Frankreich
6337,118971611,"Reder, Heinrich von",Männlich,1824-03-19,1909-02-17,Schriftsteller + Maler + Soldat,Deutschland
6338,118972472,"Bin-Gorion, Micha Josef",Männlich,1865,1921,Schriftsteller,Juden + Deutschland
6339,118973088,"Asenijeff, Elsa",Weiblich,1867-01-03,1941-04-05,Schriftstellerin,Österreich + Bulgarien
6340,118973096,"Holitscher, Arthur",Männlich,1869-08-22,1941-10-14,Schriftsteller + Erzähler + Essayist + Journalist + Schriftsteller,Deutschland + Schweiz + Ungarn
6341,11897310X,"Schaidenreisser, Simon",Männlich,1505,1573,Schriftsteller + Humanist + Klassischer Philologe + Übersetzer + Gymnasiallehrer + Rektor + Stadtschreiber <Beruf>,Deutschland
6342,118973223,"Hänny, Reto",Männlich,1947-04-13,,Schriftsteller + Schauspieler,Schweiz
6343,118973258,"Cramer, Johann Andreas",Männlich,1723-01-27,1788-06-12,Evangelischer Theologe + Pfarrer + Hofprediger + Hochschullehrer + Kirchenlieddichter,Deutschland + Dänemark
6344,118973428,"Krüger, Ferdinand",Männlich,1843-10-27,1915-02-08,Arzt + Amtsarzt + Schriftsteller + Mundartschriftsteller,Deutschland
6345,118973606,"Pantenius, Theodor Hermann",Männlich,1843-10-22,1915-11-16,Romancier + Redakteur + Lehrer,Deutschland
6346,118973614,"Witzleben, Karl August Friedrich von",Männlich,1773-03-27,1839-06-05,Schriftsteller + Offizier + Schriftsteller,Deutschland
6347,118973630,"Pfizer, Gustav",Männlich,1807-07-29,1890-07-19,Schriftsteller + Übersetzer + Historiker + Schriftsteller + Lehrer + Schriftsteller,Deutschland
6348,118973649,"Haug, Friedrich",Männlich,1761-03-09,1829-01-30,Schriftsteller + Beamter + Übersetzer + Redakteur + Bibliothekar + Librettist + Schriftsteller,Deutschland
6349,118973665,"Bernhardi, Sophie",Weiblich,1775-02-28,1833-10-12,Schriftstellerin,Deutschland
6350,118973940,"Schwarz-Gardos, Alice",Weiblich,1916-08-31,2007-08-14,Journalistin + Chefredakteurin + Schriftstellerin + Publizistin,Österreich + Israel
6351,118973975,"Pietraß, Richard",Männlich,1946-06-11,,Schriftsteller + Lyriker + Lektor <Verlag> + Übersetzer + Psychologe + Herausgeber + Gastdozent,Deutschland
6352,118974408,"Müller, Heinrich",Männlich,1631-10-18,1675-09-13,Evangelischer Theologe + Pfarrer + Superintendent + Hochschullehrer + Schriftsteller + Kirchenlieddichter,Deutschland
6353,118974424,"Hartl, Edwin",Männlich,1906-07-15,1998-02-22,Schriftsteller + Essayist + Literaturkritiker + Kritiker,Deutschland + Österreich
6354,118974815,"Geiser, Christoph",Männlich,1949,,Schriftsteller + Bibliothekar + Lektor <Verlag>,Schweiz + Deutschland
6355,118977113,"Steub, Ludwig",Männlich,1812-02-20,1888-03-16,Schriftsteller + Ethnologe + Jurist + Rechtsanwalt + Schriftsteller,Deutschland
6356,118977482,"Bondy, Luc",Männlich,1948-07-17,2015-11-28,Regisseur + Schriftsteller + Drehbuchautor + Schauspieler + Librettist + Regisseur,Deutschland + Schweiz
6357,118979027,"Hornburg, Lupold",Unbekannt,,,Schriftsteller,Deutschland
6358,118979426,"Riedel, Manfred",Männlich,1936-05-10,2009-05-11,Philosoph,Deutschland
6359,11897954X,"Klíma, Ivan",Männlich,1931-09-14,,Journalist + Lektor <Verlag> + Schriftsteller + Schriftsteller,Tschechische Republik
6360,118980351,"Schreyer, Lothar",Männlich,1886-08-19,1966-06-18,Schriftsteller + Dramaturg + Theaterintendant + Maler,Deutschland
6361,118980483,"Igel, Jayne-Ann",Weiblich,1954-09-18,,Schriftstellerin,Deutschland
6362,118982486,"Zeller, Eva",Weiblich,1923-01-25,2022-09-05,Schriftstellerin + Lehrerin,Deutschland + Namibia
6363,118983741,"Busche, Hermann von dem",Männlich,1468,1534,Schriftsteller + Humanist + Philologe + Gymnasiallehrer + Rektor + Hochschullehrer,Deutschland
6364,118983776,"Kopisch, August",Männlich,1799-05-26,1853-02-06,Schriftsteller + Maler + Illustrator + Librettist,Deutschland
6365,118983822,"Gurk, Paul",Männlich,1880-04-26,1953-08-12,Schriftsteller + Schriftsteller,Deutschland
6366,118984349,"Schechner, Jörg",Unbekannt,,,Meistersinger + Täufer,Deutschland
6367,118985949,"Gerbel, Nikolaus",Männlich,1485,1560-01-20,Humanist + Jurist + Historiker + Hochschullehrer,Deutschland
6368,118985957,"Johann, von Dalberg, Bischof",Männlich,1455-05-14,1503-07-27,Bischof,Deutschland
6369,11898599X,"Weisse, Michael",Männlich,1488,1534,Theologe + Prediger + Komponist + Kirchenlieddichter + Übersetzer,Tschechische Republik + Polen
6370,11898618X,"Kosegarten, Ludwig Gotthard",Männlich,1758-02-01,1818-10-26,Theologe + Pfarrer + Hochschullehrer + Schriftsteller + Musiker + Librettist,Deutschland
6371,11898652X,"Deichsler, Heinrich",Unbekannt,1430,1506,Chronist,Deutschland
6372,11898716X,"Rantzau, Heinrich",Männlich,1526-03-11,1598-12-31,Politiker + Statthalter + Humanist + Astrologe,Dänemark
6373,118987224,"Rumohr, Carl Friedrich von",Männlich,1785-01-06,1843-07-25,Kunsthistoriker + Gourmet + Historiker + Schriftsteller,Deutschland
6374,118987402,"Kappeler, Ernst",Männlich,1911-06-14,1987-05-20,Schriftsteller + Lehrer,Schweiz
6375,118988107,"Babo, Joseph Marius von",Männlich,1756-01-14,1822-02-05,Theaterintendant + Dramatiker + Regisseur + Schriftsteller + Studiendirektor,Deutschland
6376,118989170,"Kolde, Dietrich",Männlich,1435,1515,Prediger + Mönch + Einsiedler,Deutschland + Niederlande
6377,118989480,"Kirchbach, Wolfgang",Männlich,1857-09-18,1906-09-08,Schriftsteller + Dramatiker,Deutschland
6378,118989820,"Muth, Carl",Männlich,1867-01-31,1944-01-15,Schriftsteller + Literarhistoriker + Publizist + Schriftsteller,Deutschland
6379,11899011X,"Kühn, Dieter",Männlich,1935-02-01,2015-07-25,Schriftsteller + Dramatiker + Biograf + Übersetzer,Deutschland
6380,118990845,"Berlinger, Josef",Männlich,1952,,Autor + Mundartschriftsteller + Schriftsteller + Regisseur,Deutschland
6381,118992473,"Heiduczek, Werner",Männlich,1926-11-24,2019-07-28,Schriftsteller + Dramatiker + Lehrer,Deutschland
6382,118992996,"Marholm, Laura",Weiblich,1854-04-19,1928-10-06,Schriftstellerin + Schriftstellerin,Lettland + Deutschland
6383,118993208,"Göldi, Anna",Weiblich,1734,1782,Dienstmädchen,Schweiz
6384,118993682,"Lilienfein, Heinrich",Männlich,1879-11-20,1952-12-20,Schriftsteller + Dramatiker,Deutschland
6385,118993895,"Marheineke, Philipp Konrad",Männlich,1780,1846,Evangelischer Theologe + Schriftsteller,Deutschland
6386,11899395X,"Schenzinger, Karl Aloys",Männlich,1886-05-28,1962-07-04,Schriftsteller + Arzt + Arzt + Schriftsteller,Deutschland
6387,118994190,"Roehricht, Karl Hermann",Männlich,1928,,Maler + Schriftsteller,Deutschland
6388,118994212,"Hahn, Ulla",Weiblich,1946-04-30,,Schriftstellerin + Lyrikerin + Literaturwissenschaftlerin + Weibliche Lehrbeauftragte + Rundfunkredakteurin + Journalistin + Librettistin,Deutschland
6389,118995359,"Keller, Paul",Männlich,1873-07-06,1932-08-20,Schriftsteller + Lehrer,Deutschland
6390,118995774,"Pörtner, Paul",Männlich,1925-01-25,1984-11-16,Schriftsteller + Übersetzer + Regisseur + Regisseur + Schriftsteller + Dramaturg,Deutschland
6391,118996282,"Zahn, Ernst",Männlich,1867-01-24,1952-02-12,Schriftsteller,Deutschland + Schweiz
6392,118996479,"Helwig, Johann",Männlich,1609,1674,Arzt + Schriftsteller,Deutschland
6393,118996673,"Pansa, Martin",Männlich,1580,1626,Arzt,Deutschland
6394,11899669X,"Andreä, Jacob",Männlich,1528-03-25,1590-01-07,Evangelischer Theologe + Pfarrer + Superintendent + Hochschullehrer + Reformator,Deutschland
6395,118997254,"Konrád, György",Männlich,1933-04-02,2019-09-13,Schriftsteller + Essayist + Soziologe + Essayist,Ungarn
6396,118997661,"Ören, Aras",Männlich,1939-11-01,,Schriftsteller + Journalist + Librettist + Schauspieler + Schriftsteller,Türkei + Deutschland
6397,118997718,"Schwarzenbach, Annemarie",Weiblich,1908-05-23,1942-11-15,Schriftstellerin + Journalistin + Bildjournalistin + Historikerin,Schweiz
6398,11899803X,"Stresau, Hermann",Männlich,1894-01-19,1964-08-21,Schriftsteller + Literaturkritiker + Übersetzer + Bibliothekar,Deutschland
6399,118998447,"Lepel, Bernhard von",Männlich,1818-05-27,1885-05-17,Schriftsteller + Offizier + Dramatiker,Deutschland
6400,11899848X,"Schulze, Ernst",Männlich,1789-03-22,1817-06-29,Schriftsteller,Deutschland
6401,119000016,"Kronauer, Brigitte",Weiblich,1940-12-29,2019-07-22,Schriftstellerin + Lehrerin,Deutschland
6402,119001535,"Turner, Victor",Männlich,1920-05-28,1983-12-18,Ethnologe + Autor + Hochschullehrer,Großbritannien + USA
6403,119001802,"Jelinek, Elfriede",Weiblich,1946-10-20,,Schriftstellerin + Lyrikerin + Übersetzerin + Drehbuchautorin + Librettistin,Österreich + Deutschland
6404,119002248,"Lingg, Hermann",Männlich,1820-01-22,1905-06-18,Schriftsteller + Militärarzt + Lyriker + Schriftsteller,Deutschland
6405,119003333,"Lonitzer, Adam",Männlich,1528-10-10,1586-05-29,Arzt + Botaniker + Hochschullehrer + Verleger,Deutschland
6406,119003554,"Büsching, Anton Friedrich",Männlich,1724-09-27,1793-05-28,Evangelischer Theologe + Geograf + Gymnasiallehrer + Schulleiter + Hochschullehrer + Schulleiter,Russland + Deutschland
6407,119004666,"Theodoricus, de Apolda",Unbekannt,1228,1300,Hagiograf + Mönch,Deutschland
